company,country,genre,name,rating,runtime,score,votes,year
Walt Disney Pictures,USA,Action,The Lone Ranger,PG-13,150,6.5,194951,2013
Walt Disney Pictures,USA,Adventure,Oz the Great and Powerful,PG,130,6.3,183680,2013
Gaumont,Australia,Drama,Adore,R,100,6.2,26214,2013
Walt Disney Pictures,USA,Animation,Monsters University,G,104,7.3,258992,2013
Space Rocket Nation,Denmark,Crime,Sólo Dios perdona,R,90,5.7,91897,2013
Columbia Pictures,USA,Action,White House Down,PG-13,131,6.4,176922,2013
No Trace Camping,Ireland,Comedy,What If,PG-13,98,6.8,57422,2013
Paco Cinematografica,Italy,Crime,The Best Offer,R,131,7.8,81409,2013
FilmDistrict,USA,Horror,Insidious: Chapter 2,PG-13,106,6.6,123320,2013
Endgame Entertainment,USA,Crime,Side Effects,R,106,7.1,157546,2013
Fox 2000 Pictures,USA,Adventure,Percy Jackson: Sea of Monsters,PG,106,5.9,93908,2013
IM Global,UK,Drama,Locke,R,85,7.1,104599,2013
Summit Entertainment,USA,Action,RED 2,PG-13,116,6.7,136471,2013
Exclusive Media Group,USA,Comedy,Begin Again,R,104,7.4,115851,2013
Entertainment One,USA,Action,Riddick,R,119,6.4,134609,2013
Chockstone Pictures,USA,Action,The Host,PG-13,125,5.9,98678,2013
Steel Mill Pictures,UK,Comedy,Filth,R,97,7.1,84261,2013
Warner Bros.,USA,Biography,42,PG-13,128,7.5,71006,2013
Twentieth Century Fox Film Corporation,USA,Action,A Good Day to Die Hard,R,98,5.3,175817,2013
Columbia Pictures,USA,Action,After Earth,PG-13,100,4.9,169422,2013
Sycamore Pictures,USA,Comedy,The Way Way Back,PG-13,103,7.4,124197,2013
H2F Entertainment,USA,Action,47 Ronin,PG-13,119,6.3,125778,2013
Gravier Productions,USA,Drama,Blue Jasmine,PG-13,98,7.3,164208,2013
Follow Through Productions,USA,Biography,Lee Daniels' The Butler,PG-13,132,7.2,94884,2013
Open Road Films (II),USA,Action,Homefront,R,100,6.5,90430,2013
The Weinstein Company,USA,Drama,August: Osage County,R,121,7.2,73438,2013
New Line Cinema,USA,Adventure,Jack the Giant Slayer,PG-13,114,6.3,113861,2013
Universal Pictures,USA,Action,R.I.P.D.,PG-13,100,5.6,99230,2013
Relativity Media,USA,Comedy,21 & Over,R,93,5.9,64737,2013
FilmDistrict,USA,Action,Dead Man Down,R,118,6.5,57854,2013
CBS Films,USA,Drama,Inside Llewyn Davis,R,104,7.5,109079,2013
Indigo Film,Italy,Drama,The Great Beauty,NOT RATED,141,7.8,63499,2013
AR Films,Russia,Action,Machete Kills,R,107,5.6,64085,2013
Recorded Picture Company (RPC),Germany,Comedy,Sólo los amantes sobreviven,R,123,7.3,70934,2013
Walt Disney Pictures,USA,Biography,Saving Mr. Banks,PG-13,125,7.5,128240,2013
Aggregate Films,USA,Comedy,Identity Thief,R,111,5.7,105070,2013
Pathé,UK,Crime,Trance,R,101,7,99164,2013
Universal Pictures,USA,Action,2 Guns,R,109,6.7,168840,2013
Mandarin Films,France,Drama,Young & Beautiful,NOT RATED,95,6.8,25415,2013
StudioCanal,UK,Comedy,I Give It a Year,R,97,5.7,31956,2013
Open Road Films (II),USA,Biography,Jobs,PG-13,128,5.9,83258,2013
Faliro House Productions,USA,Drama,Before Midnight,R,109,7.9,108281,2013
Exclusive Media Group,USA,Action,Snitch,PG-13,112,6.5,69553,2013
Millennium Films,USA,Biography,Lovelace,R,93,6.2,33357,2013
American Zoetrope,USA,Biography,The Bling Ring,R,90,5.6,72810,2013
Two Ton Films,USA,Comedy,The Big Wedding,R,100,5.6,40708,2013
Incentive Filmed Entertainment,USA,Action,Parker,R,118,6.2,97771,2013
Fox 2000 Pictures,USA,Drama,The Book Thief,PG-13,131,7.6,108953,2013
Paramount Pictures,USA,Comedy,Anchorman 2: The Legend Continues,PG-13,119,6.3,142452,2013
Columbia Pictures,USA,Animation,The Smurfs 2,PG,105,5.4,30631,2013
TriStar Pictures,USA,Crime,The Call,R,100,6.7,95726,2013
The Lab of Madness,USA,Crime,Blue Ruin,R,90,7.1,51447,2013
Amber Entertainment,UK,Drama,Romeo & Juliet,PG-13,113,5.8,9141,2013
Cinetel Films,USA,Crime,I Spit on Your Grave 2,R,106,5.7,21070,2013
New Line Cinema,USA,Adventure,The Incredible Burt Wonderstone,PG-13,100,5.9,63722,2013
Animal Kingdom,USA,Drama,Short Term 12,R,96,8,64478,2013
Voltage Pictures,UK,Comedy,The Zero Theorem,R,107,6.1,38378,2013
Big Beach Films,USA,Adventure,The Kings of Summer,R,95,7.2,67276,2013
CBS Films,USA,Comedy,Last Vegas,PG-13,105,6.6,114125,2013
Burn Later Productions,USA,Comedy,Drinking Buddies,R,90,6.1,49646,2013
RabbitBandini Productions,USA,Drama,Palo Alto,R,100,6.3,22964,2013
DJ Films,UK,Biography,Belle,PG,100,7.4,23053,2013
Killer Films,USA,Biography,Kill Your Darlings,R,104,6.5,29273,2013
Alcove Entertainment,UK,Comedy,The Double,R,93,6.5,39922,2013
BoulderLight Pictures,USA,Drama,Contracted,NOT RATED,84,5.3,11798,2013
Dimension Films,USA,Comedy,Scary Movie 5,PG-13,88,3.5,54324,2013
Sailor Bear,USA,Crime,Ain't Them Bodies Saints,R,96,6.4,17678,2013
The Weinstein Company,UK,Biography,Philomena,PG-13,98,7.6,82660,2013
Regency Enterprises,USA,Crime,Runner Runner,R,88,5.6,55262,2013
Before The Door Pictures,USA,Action,All Is Lost,PG-13,106,6.9,64524,2013
Paramount Vantage,USA,Adventure,Nebraska,R,115,7.7,97893,2013
erbp,USA,Drama,Upstream Color,NOT RATED,96,6.7,25775,2013
Fox Searchlight Pictures,USA,Comedy,Enough Said,PG-13,93,7.1,52358,2013
Corsan,Belgium,Drama,Amores infieles,R,137,6.4,22766,2013
Twentieth Century Fox Animation,USA,Animation,Epic,PG,102,6.7,90501,2013
Touchstone Pictures,USA,Comedy,Delivery Man,PG-13,105,6.4,65081,2013
3 Arts Entertainment,USA,Comedy,The To Do List,R,104,5.8,32105,2013
Wayfare Entertainment,USA,Drama,Europa Report,PG-13,97,6.5,58171,2013
Alliance Films,USA,Horror,Dark Skies,PG-13,97,6.3,61914,2013
Indian Paintbrush,USA,Drama,Labor Day,PG-13,111,6.9,35029,2013
"Collective Studios, The",USA,Horror,V/H/S/2,R,96,6.1,30156,2013
Lionsgate,UK,Action,Redemption,R,100,6.2,56365,2013
Columbia Pictures,USA,Animation,Cloudy with a Chance of Meatballs 2,PG,95,6.4,71615,2013
Prettybird,USA,Drama,The Canyons,R,99,3.9,9126,2013
Studio Ghibli,Japan,Animation,Se levanta el viento,PG-13,126,7.8,51601,2013
DreamWorks,USA,Biography,The Fifth Estate,R,128,6.2,32623,2013
Emmett/Furla/Oasis Films (EFO Films),USA,Crime,Broken City,R,109,6.2,67526,2013
Worldview Entertainment,USA,Drama,The Immigrant,R,120,6.6,23805,2013
Forest Whitaker's Significant Productions,USA,Biography,Fruitvale Station,R,85,7.5,59913,2013
Archer Street Productions,Switzerland,Biography,Un pasado imborrable,R,116,7.1,31065,2013
Relativity Media,USA,Drama,Paranoia,PG-13,106,5.7,30891,2013
Callahan Filmworks,USA,Comedy,Grudge Match,PG-13,113,6.4,50116,2013
Ecosse Films,UK,Biography,Diana,PG-13,113,5.5,16386,2013
DreamWorks Animation,USA,Animation,Turbo,PG,96,6.5,67648,2013
Fickle Fish Films,UK,Comedy,Austenland,PG-13,97,6.3,16374,2013
Treehouse Pictures,USA,Comedy,Adult World,R,97,6.2,14692,2013
Open Road Films,USA,Comedy,A Haunted House,R,86,5.1,37158,2013
Worldview Entertainment,USA,Horror,The Sacrament,R,99,6.1,13644,2013
BFI Film Fund,UK,Drama,How I Live Now,R,101,6.5,23772,2013
Prana Studios,USA,Animation,Planes,PG,91,5.8,37338,2013
Belladonna Productions,USA,Drama,We Are What We Are,R,105,5.9,16772,2013
Dickhouse Productions,USA,Comedy,Bad Grandpa,R,92,6.5,81683,2013
Whitewater Films,USA,Comedy,Afternoon Delight,R,98,5.8,8099,2013
Worldview Entertainment,USA,Drama,Joe,R,117,6.9,39431,2013
Millennium Films,USA,Action,Killing Season,R,91,5.4,30687,2013
Antidote Films (I),USA,Comedy,Fading Gigolo,R,90,6.2,20930,2013
Day Twenty- Eight Films,USA,Drama,Gimme Shelter,PG-13,100,6.5,7082,2013
Film4,UK,Crime,Starred Up,NOT RATED,106,7.4,35739,2013
Screen Australia,Australia,Adventure,Tracks,PG-13,112,7.2,22475,2013
LD Entertainment,USA,Crime,In Secret,R,107,6.1,6118,2013
"Safran Company, The",Spain,Drama,Anna,R,99,6.5,16817,2013
"Deseo, El",Spain,Comedy,I'm So Excited!,R,90,5.6,18657,2013
China Film Group,USA,Action,Man of Tai Chi,R,105,6.1,30477,2013
Scott Free Productions,UK,Adventure,The East,PG-13,116,6.8,44425,2013
Indian Paintbrush,USA,Drama,Breathe In,R,98,6.4,11843,2013
MediaPro Pictures,USA,Comedy,Charlie Countryman,R,103,6.4,23502,2013
Les Productions du Trésor,France,Crime,Blood Ties,R,127,6.5,16156,2013
R.P. Productions,France,Drama,La piel de Venus,NOT RATED,96,7.2,13764,2013
IndieVest Pictures,USA,Adventure,Knights of Badassdom,R,100,5.7,17169,2013
Opus Film,Poland,Drama,Ida,PG-13,82,7.4,40046,2013
NICE FLX Pictures,Sweden,Adventure,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,R,114,7.1,31110,2013
Worldview Entertainment,UK,Action,Welcome to the Punch,R,99,6.1,28765,2013
Unclaimed Freight Productions,USA,Drama,CBGB,R,101,6.6,7038,2013
Recorded Picture Company (RPC),UK,Comedy,Dom Hemingway,R,93,6.2,22984,2013
Viacom18 Motion Pictures,India,Adventure,Queen,NOT RATED,146,8.3,48398,2013
BBC Films,UK,Biography,The Invisible Woman,R,111,6.1,7911,2013
Rommel Film,Germany,Comedy,Zonas húmedas,UNRATED,109,5.8,9107,2013
"American Film Company, The",USA,Drama,Parkland,PG-13,93,6.3,12682,2013
Castel Film Romania,Romania,Action,Walking with the Enemy,PG-13,124,6,884,2013
Alebrije Cine y Video,Mexico,Comedy,Instructions Not Included,PG-13,115,7.6,24412,2013
Sikhya Entertainment,India,Drama,The Lunchbox,PG,104,7.8,36929,2013
3311 Productions,USA,Comedy,In a World...,R,100,6.7,27802,2013
93 Films,USA,Drama,Concussion,R,96,5.7,3324,2013
Videovision Entertainment,UK,Biography,Mandela: Long Walk to Freedom,PG-13,141,7.1,23075,2013
Studio Ghibli,Japan,Animation,The Tale of the Princess Kaguya,PG,137,8.1,23571,2013
Lionsgate,USA,Drama,Temptation: Confessions of a Marriage Counselor,PG-13,111,5,10473,2013
British Film Institute (BFI),UK,Horror,The Last Days on Mars,R,98,5.5,31095,2013
Bingo Movie Development,China,Action,Journey to the West,PG-13,110,6.8,9526,2013
Darko Entertainment,Ireland,Biography,Jimi: All Is by My Side,R,118,5.7,4984,2013
Block 2 Pictures,Hong Kong,Action,The Grandmaster,PG-13,130,6.5,26489,2013
Universal Pictures,USA,Comedy,The Best Man Holiday,R,123,6.7,12301,2013
Imprint Entertainment,USA,Action,Pawn,R,88,5.7,6144,2013
The Weinstein Company,Canada,Comedy,The Art of the Steal,R,90,6.3,20439,2013
Bridgit Folman Film Gang,Israel,Animation,The Congress,NOT RATED,122,6.5,14289,2013
Art Pictures Studio,Russia,Action,Stalingrad,R,131,5.6,13238,2013
Abbolita Productions,USA,Comedy,Life of Crime,R,98,5.8,14145,2013
Memento Films Production,France,Drama,El pasado,PG-13,130,7.8,37148,2013
Twentieth Century Fox Film Corporation,UK,Action,Kingsman: The Secret Service,R,129,7.7,467659,2014
Paramount Pictures,USA,Adventure,Interstellar,PG-13,169,8.6,1095553,2014
Marvel Studios,USA,Action,Guardians of the Galaxy,PG-13,121,8.1,791340,2014
Universal Pictures International (UPI),UK,Drama,Ex Machina,R,108,7.7,355666,2014
Twentieth Century Fox Film Corporation,USA,Crime,Gone Girl,R,149,8.1,660194,2014
Thunder Road Pictures,USA,Action,John Wick,R,101,7.3,355140,2014
Fox Searchlight Pictures,USA,Adventure,The Grand Budapest Hotel,R,99,8.1,550331,2014
Bold Films,USA,Drama,Whiplash,R,107,8.5,503754,2014
Twentieth Century Fox Film Corporation,USA,Action,The Maze Runner,PG-13,113,6.8,344991,2014
New Line Cinema,USA,Horror,Annabelle,R,99,5.4,99635,2014
Northern Lights Films,USA,Horror,It Follows,R,100,6.9,147224,2014
Summit Entertainment,USA,Adventure,Divergent,PG-13,139,6.7,370154,2014
Black Bear Pictures,UK,Biography,The Imitation Game,PG-13,114,8,547832,2014
Chernin Entertainment,USA,Action,Dawn of the Planet of the Apes,PG-13,130,7.6,355042,2014
Warner Bros.,USA,Action,Edge of Tomorrow,PG-13,113,7.9,486882,2014
Columbia Pictures,USA,Action,The Equalizer,R,132,7.2,254915,2014
Paramount Pictures,USA,Action,Transformers: Age of Extinction,PG-13,165,5.7,263822,2014
Columbia Pictures,USA,Action,22 Jump Street,R,112,7.1,288814,2014
Columbia Pictures,USA,Action,Fury,R,134,7.6,341512,2014
Fox 2000 Pictures,USA,Drama,The Fault in Our Stars,PG-13,126,7.8,280217,2014
New Regency Pictures,USA,Comedy,Birdman or (The Unexpected Virtue of Ignorance),R,119,7.8,455260,2014
Bold Films,USA,Crime,Nightcrawler,R,118,7.9,347271,2014
Twentieth Century Fox Film Corporation,USA,Action,X-Men: Days of Future Past,PG-13,132,8,565997,2014
Screen Australia,Australia,Drama,The Babadook,NOT RATED,93,6.8,141407,2014
Warner Bros.,USA,Action,American Sniper,R,133,7.3,362949,2014
Marvel Entertainment,USA,Action,Captain America: The Winter Soldier,PG-13,136,7.8,559974,2014
Warner Bros.,Australia,Animation,The Lego Movie,PG,100,7.8,274608,2014
Cross Creek Pictures,Canada,Horror,El payaso del mal,R,100,5.7,16279,2014
EuropaCorp,France,Action,Lucy,R,89,6.4,363219,2014
Marvel Enterprises,USA,Action,The Amazing Spider-Man 2,PG-13,142,6.7,352313,2014
FortyFour Studios,USA,Animation,Big Hero 6,PG,102,7.8,320396,2014
Roth Films,USA,Action,Maleficent,PG,97,7,275137,2014
Paramount Pictures,USA,Action,Noah,PG-13,138,5.8,213644,2014
Working Title Films,UK,Biography,The Theory of Everything,PG-13,123,7.7,310187,2014
New Line Cinema,New Zealand,Adventure,The Hobbit: The Battle of the Five Armies,PG-13,144,7.4,396797,2014
Paramount Pictures,USA,Action,Hercules,PG-13,98,6,125393,2014
TriStar Pictures,Canada,Action,Pompeya,PG-13,100,5.5,92503,2014
Color Force,USA,Action,The Hunger Games: Mockingjay - Part 1,PG-13,123,6.7,341715,2014
Columbia Pictures,USA,Comedy,The Interview,R,112,6.6,267070,2014
Lionsgate,USA,Action,The Expendables 3,PG-13,126,6.1,141488,2014
Corner Producciones,Argentina,Comedy,Relatos salvajes,R,122,8.1,118272,2014
Asis Productions,South Africa,Drama,El dador de recuerdos,PG-13,97,6.5,96205,2014
Unison Films,New Zealand,Comedy,Entrevista con unos vampiros,R,86,7.6,90970,2014
Warner Bros.,USA,Action,300: Rise of an Empire,R,102,6.2,242932,2014
Broad Green Pictures,USA,Drama,99 Homes,R,112,7.1,22416,2014
BBC Films,UK,Biography,Testament of Youth,PG-13,129,7.3,19225,2014
Screen Australia,Australia,Drama,Predestination,R,97,7.5,195819,2014
Twentieth Century Fox Film Corporation,USA,Comedy,The Other Woman,PG-13,109,6,113167,2014
Warner Bros.,USA,Action,Godzilla,PG-13,123,6.4,323734,2014
Lucamar Productions,USA,Adventure,Into the Woods,PG,125,6,112609,2014
Aldamisa Entertainment,USA,Comedy,Chef,R,114,7.3,156375,2014
Chernin Entertainment,UK,Action,Exodus: Gods and Kings,PG-13,150,6,140323,2014
Canyon Creek Films,Germany,Comedy,Tal vez es para siempre,R,102,7.2,85099,2014
Bluegrass Films,USA,Comedy,A Million Ways to Die in the West,R,116,6.1,147947,2014
Aldamisa Entertainment,USA,Crime,Sin City: A Dame to Kill For,R,102,6.5,126091,2014
Universal Pictures,USA,Action,Dracula Untold,PG-13,92,6.3,152210,2014
3 Arts Entertainment,USA,Biography,Unbroken,PG-13,137,7.2,117590,2014
Beijing Skywheel Entertainment Co.,USA,Action,Seventh Son,PG-13,102,5.5,61441,2014
Bazelevs Production,USA,Drama,Unfriended,R,83,5.6,52922,2014
EuropaCorp,France,Action,Búsqueda implacable 3,PG-13,109,6,149069,2014
Gulfstream Pictures,USA,Comedy,Blended,PG-13,117,6.5,96218,2014
DiNovi Pictures,USA,Drama,The Best of Me,PG-13,118,6.7,51322,2014
IFC Productions,USA,Drama,Boyhood,R,165,7.9,293068,2014
Marcy Media,USA,Comedy,Annie,PG,118,5.3,28204,2014
Columbia Pictures,USA,Comedy,Sex Tape,R,94,5.1,92074,2014
Ghoulardi Film Company,USA,Comedy,Inherent Vice,R,148,6.7,72027,2014
Fewlas Entertainment,USA,Horror,Honeymoon,R,87,5.7,20262,2014
Paramount Pictures,USA,Action,Jack Ryan: Shadow Recruit,PG-13,105,6.2,105471,2014
Bob Industries,USA,Adventure,Wild,R,115,7.1,98839,2014
SModcast Pictures,USA,Comedy,Tusk,R,102,5.4,35556,2014
DreamWorks,USA,Action,Need for Speed,PG-13,132,6.5,145738,2014
Reel FX Creative Studios,USA,Animation,The Book of Life,PG,95,7.3,51976,2014
Good Universe,USA,Comedy,Neighbors,R,97,6.3,242874,2014
Metro-Goldwyn-Mayer (MGM),USA,Action,RoboCop,PG-13,117,6.2,193792,2014
Twentieth Century Fox Film Corporation,UK,Adventure,Night at the Museum: Secret of the Tomb,PG,98,6.2,78239,2014
Big Screen Productions,USA,Crime,The Drop,R,106,7.1,119833,2014
DiNovi Pictures,USA,Drama,If I Stay,PG-13,107,6.8,95609,2014
DreamWorks Animation,USA,Animation,How to Train Your Dragon 2,PG,102,7.8,243596,2014
G4 Productions,USA,Comedy,Before We Go,PG-13,95,6.9,34243,2014
HanWay Films,USA,Mystery,The Guest,R,100,6.7,73747,2014
Paramount Pictures,USA,Action,Teenage Mutant Ninja Turtles,PG-13,101,5.8,181678,2014
Summit Entertainment,USA,Action,The Legend of Hercules,PG-13,100,4.2,47597,2014
Angry Films,USA,Action,Vampire Academy,PG-13,104,5.6,45199,2014
Alcon Entertainment,UK,Drama,Transcendence,PG-13,119,6.3,189106,2014
Verisimilitude,USA,Drama,I Origins,R,106,7.3,90264,2014
Annapurna Pictures,USA,Biography,Foxcatcher,R,134,7,117034,2014
Chernin Entertainment,USA,Comedy,St. Vincent,PG-13,102,7.3,82653,2014
Open Road Films,Belgium,Mystery,El penthouse,R,108,6.3,40462,2014
Paramount Pictures,USA,Crime,The Gambler,R,111,6,53990,2014
Treehouse Pictures,USA,Comedy,That Awkward Moment,R,94,6.2,83613,2014
The Weinstein Company,USA,Biography,Big Eyes,PG-13,106,7,66972,2014
Universal Pictures,France,Action,12 horas para sobrevivir,R,103,6.5,110032,2014
StudioCanal,UK,Action,Non-Stop,PG-13,106,7,216312,2014
Broken Road Productions,USA,Action,Into the Storm,PG-13,89,5.8,57376,2014
Warner Bros.,USA,Crime,The Judge,R,141,7.4,150371,2014
Universal Pictures,USA,Adventure,Dumb and Dumber To,PG-13,109,5.7,107048,2014
Sidney Kimmel Entertainment,USA,Comedy,Walk of Shame,R,95,6,44493,2014
Legendary Entertainment,USA,Horror,"As Above, So Below",R,93,6.2,57343,2014
Genre Films,USA,Comedy,Let's Be Cops,R,104,6.5,114845,2014
BenderSpink,USA,Comedy,Horrible Bosses 2,R,108,6.3,129349,2014
Before The Door Pictures,USA,Crime,A Most Violent Year,R,125,7,52607,2014
21 Laps Entertainment,USA,Comedy,This Is Where I Leave You,R,103,6.6,59852,2014
Screen Gems,USA,Horror,Deliver Us from Evil,R,118,6.2,58772,2014
Village Roadshow Pictures,USA,Drama,Winter's Tale,PG-13,118,6.2,45005,2014
Scott Free Productions,UK,Drama,Before I Go to Sleep,R,92,6.3,56415,2014
Bluegrass Films,USA,Drama,Endless Love,PG-13,104,6.3,34658,2014
Gravier Productions,USA,Comedy,Magic in the Moonlight,PG-13,97,6.6,53136,2014
2929 Productions,Czech Republic,Drama,Serena,R,109,5.4,20668,2014
EuropaCorp,USA,Action,3 Days to Kill,PG-13,117,6.2,75138,2014
Amblin Entertainment,USA,Comedy,The Hundred-Foot Journey,PG,122,7.3,61319,2014
1984 Private Defense Contractors,USA,Crime,A Walk Among the Tombstones,R,114,6.5,95753,2014
Les Films Séville,Canada,Drama,Mommy,R,139,8.1,35841,2014
BBC Films,UK,Drama,A Brilliant Young Mind,PG-13,111,7.2,22615,2014
Lutzus-Brown,USA,Drama,Still Alice,PG-13,101,7.5,101773,2014
Columbia Pictures,USA,Drama,The Monuments Men,PG-13,118,6.1,109977,2014
Ulrich Seidl Film Produktion GmbH,Austria,Horror,Goodnight Mommy,R,99,6.7,29190,2014
BBC Films,UK,Drama,A Little Chaos,R,112,6.5,15294,2014
Automatik Entertainment,USA,Sci-Fi,The Signal,PG-13,97,6.1,53291,2014
StudioCanal,UK,Animation,Paddington,PG,95,7.2,56480,2014
Cinelou Films,USA,Drama,Cake,R,102,6.4,30337,2014
Pt. Merantau Films,Indonesia,Action,The Raid 2,R,150,8,93993,2014
Universal Pictures,Japan,Horror,Ouija,PG-13,89,4.5,39099,2014
Hopscotch Features,USA,Action,"I, Frankenstein",PG-13,92,5.1,70705,2014
Pathé,UK,Biography,Selma,PG-13,128,7.5,69760,2014
Lagniappe Films,Germany,Comedy,Enredos en Broadway,R,93,6.1,19802,2014
Element Pictures,UK,Comedy,Frank,R,95,7,62768,2014
Beofilm,Sweden,Comedy,Fuerza mayor,R,120,7.3,34232,2014
EuropaCorp,USA,Drama,The Homesman,R,122,6.6,24489,2014
Gail Katz Productions,USA,Biography,Pawn Sacrifice,PG-13,115,7,29268,2014
Timnick Films,UK,Romance,The Two Faces of January,PG-13,96,6.2,24842,2014
Stoney Lake Entertainment,USA,Action,Left Behind,PG-13,110,3.1,28203,2014
Armory Films,USA,Comedy,Zombeavers,R,77,4.8,12863,2014
Apartment Two,USA,Comedy,Two Night Stand,R,86,6.4,52628,2014
Lionsgate,UK,Crime,A Most Wanted Man,R,122,6.8,62647,2014
Rajkumar Hirani Films,India,Comedy,PK,Not specified,153,8.2,111073,2014
Demarest Films,USA,Comedy,5 to 7,R,95,7.1,13188,2014
Zentropa Entertainments,Denmark,Drama,La salvación,R,92,6.7,29077,2014
Hardstyle,USA,Drama,Heaven Knows What,R,97,6.5,2884,2014
Egoli Tossell Film,Germany,Adventure,Héctor y el secreto de la felicidad,R,120,7,37553,2014
River Road Entertainment,USA,Biography,Love & Mercy,PG-13,121,7.4,28639,2014
DreamWorks Animation,USA,Animation,Penguins of Madagascar,PG,92,6.7,66287,2014
Focus Features,UK,Adventure,Black Sea,R,114,6.4,28336,2014
Open Road Films (II),USA,Action,Sabotage,R,109,5.7,51146,2014
Prospero Pictures,Canada,Comedy,Mapa a las estrellas,R,111,6.2,31631,2014
Sierra / Affinity,USA,Biography,Kill the Messenger,R,112,7,36607,2014
Summit Entertainment,USA,Drama,Draft Day,PG-13,110,6.8,43430,2014
Non-Stop Productions,Russia,Drama,Leviathan,R,140,7.6,36668,2014
Duplass Brothers Productions,USA,Drama,The One I Love,R,91,7.1,27078,2014
Paramount Pictures,USA,Comedy,"Men, Women & Children",R,119,6.7,25383,2014
Scott Rudin Productions,USA,Comedy,While We're Young,R,97,6.3,35437,2014
SpectreVision,USA,Comedy,Cooties,R,88,5.7,17646,2014
Pure Flix Productions,USA,Drama,God's Not Dead,PG,100,4.8,34760,2014
Offspring Entertainment,USA,Drama,Step Up All In,PG-13,112,6,27883,2014
Bullwinkle Studios,USA,Animation,Mr. Peabody & Sherman,PG,92,6.8,52421,2014
Big Farm,Ireland,Animation,Song of the Sea,PG,93,8.1,35135,2014
EuropaCorp,France,Action,Fortaleza prohibida,PG-13,90,5.7,34795,2014
Warner Bros. Digital Distribution,USA,Crime,Veronica Mars,PG-13,107,6.8,44057,2014
Fox Searchlight Pictures,Ireland,Drama,Calvary,R,102,7.4,47249,2014
Walt Disney Pictures,USA,Comedy,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",PG,81,6.2,33226,2014
Fear of God Films,Australia,Drama,Promesa de Vida,R,111,7.1,60858,2014
Relativity Media,USA,Action,The November Man,R,108,6.3,54875,2014
Voltage Pictures,USA,Drama,Good Kill,R,102,6.4,18732,2014
Bold Films,USA,Drama,Lost River,R,95,5.8,13654,2014
Gulfstream Pictures,Canada,Animation,Locos por las nueces,PG,85,5.8,21922,2014
Chapter 2,France,Crime,Escobar,R,120,6.6,16839,2014
Crab Apple Films,UK,Action,'71,R,99,7.2,40959,2014
Desperate Pictures,France,Drama,Una Señal En La Tormenta,R,91,6.4,23303,2014
Codeblack Entertainment,USA,Drama,Addicted,R,106,5.2,6772,2014
Twentieth Century Fox Animation,USA,Animation,Rio 2,G,101,6.3,64550,2014
Four Seasons Partnership,USA,Biography,Jersey Boys,R,134,6.8,27637,2014
Worldview Entertainment,USA,Comedy,Wish I Was Here,R,106,6.7,32275,2014
Code Red,USA,Comedy,Dear White People,R,108,6.2,22518,2014
Gary Sanchez Productions,USA,Comedy,Tammy,R,97,4.9,40108,2014
CG Cinéma,France,Drama,Las nubes de María,R,124,6.7,21703,2014
Camfam Studios,USA,Comedy,Saving Christmas,PG,79,1.5,13059,2014
Lucky Monkey Pictures,USA,Comedy,The Last Five Years,PG-13,94,5.9,7557,2014
Cube Vision,USA,Action,Ride Along,PG-13,99,6.2,84906,2014
Les Films du Fleuve,Belgium,Drama,"Two Days, One Night",PG-13,95,7.4,37159,2014
Anonymous Content,USA,Comedy,Laggies,R,99,6.4,34852,2014
Laika Entertainment,USA,Animation,The Boxtrolls,PG,96,6.8,46486,2014
Abbolita Productions,USA,Comedy,Life After Beth,R,89,5.6,15603,2014
Black Entertainment Television (BET),USA,Drama,Beyond the Lights,PG-13,116,6.9,12718,2014
Head Gear Films,Australia,Comedy,The Little Death,NOT RATED,96,7.1,21390,2014
Cargo Entertainment,USA,Action,Kill Me Three Times,R,90,5.9,16116,2014
IAC Films,USA,Comedy,Top Five,R,102,6.4,23426,2014
New Artists Alliance,USA,Comedy,Just Before I Go,R,95,6.4,15177,2014
BSM Studio,USA,Crime,Cold in July,R,109,6.8,28879,2014
Alcon Entertainment,Kenya,Drama,Una buena mentira,PG-13,110,7.4,22783,2014
XYZ Films,USA,Comedy,Spring,NOT RATED,109,6.7,17373,2014
Walt Disney Pictures,USA,Biography,Million Dollar Arm,PG,124,7,38459,2014
GNK Productions,USA,Drama,Camp X-Ray,R,117,7,33542,2014
Subzero Film Entertainment,UK,Action,Big Game,PG-13,90,5.4,24225,2014
ASIG Productions,USA,Comedy,And So It Goes,PG-13,94,5.8,10327,2014
Cinedigm,Bahamas,Crime,The Bag Man,R,108,5.3,14377,2014
Paradox,Norway,Comedy,In Order of Disappearance,R,116,7.2,15045,2014
Porchlight Films,Australia,Action,The Rover,R,103,6.4,36879,2014
Affirm Films,USA,Comedy,Moms' Night Out,PG,98,5.4,11445,2014
Gilbert Films,USA,Drama,The Keeping Room,R,95,6,4650,2014
LStar Capital,USA,Comedy,Think Like a Man Too,PG-13,106,5.8,16706,2014
Screen Gems,USA,Comedy,About Last Night,R,100,6.1,18519,2014
Rook Films,UK,Drama,The Duke of Burgundy,UNRATED,104,6.6,8925,2014
Gordon Bijelonic / Datari Turner Films,USA,Biography,Kid Cannabis,NOT RATED,110,6.4,8218,2014
Alliance Films,UK,Drama,The Woman in Black 2: Angel of Death,PG-13,98,4.9,22255,2014
Unified Pictures,USA,Comedy,Rudderless,R,105,7.5,14913,2014
